ID,Manufacturing Site,First Line Designation,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Unit Price,Weight (Kilograms),Line Item Insurance (USD),Freight Cost (USD)
84480,"Aurobindo Unit VII, IN",Yes,30,51335,512836.65,0.33,85128,527.2,Freight Included in Commodity Cost
84481,Mylan (formerly Matrix) Nashik,No,60,80901,897192.09,0.18,Weight Captured Separately,922.31,Freight Included in Commodity Cost
84497,"Aurobindo Unit III, India",No,60,98,737.94,0.13,See DN-1311 (ID#:82837),1.45,See DN-1311 (ID#:82837)
84498,"Aurobindo Unit III, India",No,60,316,2768.16,0.15,See DN-1333 (ID#:82839),5.43,See DN-1333 (ID#:82839)
84499,"Strides, Bangalore, India.",No,60,45,315,0.12,See DN-1333 (ID#:82839),0.62,See DN-1333 (ID#:82839)
84500,"Aurobindo Unit III, India",No,90,15,190.95,0.14,See DN-1360 (ID#:83371),0.37,See DN-1360 (ID#:83371)
84501,"Aurobindo Unit III, India",No,90,200,2424,0.13,See DN-1456 (ID#:83952),4.75,See DN-1456 (ID#:83952)
84502,"Aurobindo Unit III, India",Yes,60,7400,21460,0.05,714,42.06,2336.26
84503,"Aurobindo Unit III, India",No,60,300,2628,0.15,See DN-1506 (ID#:83375),5.15,See DN-1506 (ID#:83375)
84504,"Aurobindo Unit III, India",Yes,30,4737,27379.86,0.19,427,59.03,6061.01
84505,"Aurobindo Unit III, India",No,60,455,1110.2,0.04,See DN-1505 (ID#:84504),2.39,See DN-1505 (ID#:84504)
84506,"Strides, Bangalore, India.",Yes,60,19937,139559,0.12,5340,273.54,5028.04
84507,"Aurobindo Unit III, India",No,30,77386,447291.08,0.19,See DN-1519 (ID#:82276),876.69,See DN-1519 (ID#:82276)
84508,"Aurobindo Unit III, India",Yes,60,10453,30313.7,0.05,1001,59.41,3228.26
84509,"Aurobindo Unit III, India",No,60,108,162,0.02,See DN-1530 (ID#:83964),0.35,See DN-1530 (ID#:83964)
84510,"Aurobindo Unit III, India",Yes,60,1833,4472.52,0.04,88,8.77,1211.48
84511,"Aurobindo Unit III, India",Yes,100,284,1420,0.05,22,2.78,1211.49
84512,"Aurobindo Unit III, India",Yes,60,1300,3770,0.05,125,7.39,2697.65
84513,"Aurobindo Unit III, India",Yes,30,8660,50054.8,0.19,742,98.11,1211.49
84514,"Cipla, Goa, India",Yes,60,76000,506160,0.11,8280,992.07,15328.58
84515,"Aurobindo Unit III, India",Yes,60,11242,127596.7,0.19,1261,250.09,11637.64
84516,"Aurobindo Unit III, India",No,60,252,420.84,0.03,See DN-1559 (ID#:82849),0.91,See DN-1559 (ID#:82849)
84517,"Aurobindo Unit III, India",No,60,230,384.1,0.03,See DN-1559 (ID#:82849),0.83,See DN-1559 (ID#:82849)
84518,Mylan (formerly Matrix) Nashik,Yes,30,63732,748851,0.39,5144,1467.75,11637.64
84519,Mylan (formerly Matrix) Nashik,Yes,30,50040,500400,0.33,4161,980.78,11637.64
84520,"Aurobindo Unit III, India",Yes,60,315,6747.3,0.36,1045,14.55,750.9
84521,"Aurobindo Unit III, India",Yes,60,36760,322017.6,0.15,3294,631.15,9942.26
84522,"Cipla, Goa, India",Yes,60,80000,232000,0.05,8756,454.72,13844.72
84523,"Aurobindo Unit III, India",No,60,120,903.6,0.13,See DN-1609 (ID#:82286),1.95,See DN-1609 (ID#:82286)
84524,"Aurobindo Unit III, India",Yes,60,2475,6756.75,0.05,347,14.57,4293.82
84525,"Aurobindo Unit III, India",No,60,1063,8004.39,0.13,See DN-1637 (ID#:84524),17.26,See DN-1637 (ID#:84524)
84526,"Aurobindo Unit III, India",Yes,60,29,325.38,0.19,5134,0.64,9348
84527,"Aspen-OSD, Port Elizabeth, SA",Yes,30,3120,81900,0.88,275,176.58,1949.42
84528,"Aurobindo Unit III, India",No,100,2152,10760,0.05,See DN-1662 (ID#:83981),21.09,See DN-1662 (ID#:83981)
84529,"Aurobindo Unit III, India",Yes,240,1069,2052.48,0.01,396,4.43,6036.96
84530,"Aurobindo Unit III, India",No,30,1596,3575.04,0.07,See DN-1662 (ID#:83981),7.01,See DN-1662 (ID#:83981)
84531,Mylan (formerly Matrix) Nashik,No,60,6584,57675.84,0.15,See DN-1662 (ID#:83981),113.04,See DN-1662 (ID#:83981)
84532,"Aurobindo Unit III, India",No,240,1431,2747.52,0.01,See DN-1662 (ID#:83981),5.39,See DN-1662 (ID#:83981)
84533,"Aurobindo Unit III, India",No,240,288,3916.8,0.06,See DN-1667 (ID#:82861),8.44,See DN-1667 (ID#:82861)
84534,"Strides, Bangalore, India.",No,60,7056,10301.76,0.02,See DN-1668 (ID#:83403),22.21,See DN-1668 (ID#:83403)
84535,"Cipla, Goa, India",No,240,2345,4455.5,0.01,See DN-1670 (ID#:82862),8.73,See DN-1670 (ID#:82862)
84536,"Cipla, Goa, India",Yes,240,1628,3093.2,0.01,622,6.67,13122.39
84537,Mylan (formerly Matrix) Nashik,Yes,30,578,6791.5,0.39,47,14.64,Freight Included in Commodity Cost
84538,"Strides, Bangalore, India.",Yes,60,1500,9165,0.1,113,19.76,Freight Included in Commodity Cost
84539,"Strides, Bangalore, India.",Yes,60,20,122.2,0.1,2,0.26,Freight Included in Commodity Cost
84540,"Aurobindo Unit III, India",Yes,60,20000,224400,0.19,2347,483.81,9736.1
84542,Mylan (formerly Matrix) Nashik,Yes,60,270,2025,0.12,15,4.37,Freight Included in Commodity Cost
84543,Mylan (formerly Matrix) Nashik,Yes,30,4200,21546,0.17,238,46.45,2021.53
84544,"Aurobindo Unit III, India",Yes,60,20000,224400,0.19,2356,483.81,16682.66
84545,Mylan (formerly Matrix) Nashik,Yes,30,4500,24075,0.18,350,51.91,1854
84546,"Aurobindo Unit III, India",Yes,60,3000,33660,0.19,359,72.57,3302.05
84547,"Aurobindo Unit III, India",No,60,50,375,0.12,See DN-1760 (ID#:82876),0.81,See DN-1760 (ID#:82876)
84548,Mylan (formerly Matrix) Nashik,No,30,5000,25650,0.17,See DN-1765 (ID#:82877),55.3,See DN-1765 (ID#:82877)
84549,"Aurobindo Unit III, India",Yes,60,4800,13104,0.05,460,28.25,Freight Included in Commodity Cost
84550,Mylan (formerly Matrix) Nashik,Yes,60,2600,54574,0.35,8819,106.97,8022.59
84551,"Aurobindo Unit III, India",Yes,90,309,8497.5,0.31,51,18.32,9736.1
84552,"Aurobindo Unit III, India",Yes,30,7118,33810.5,0.16,628,72.9,9736.1
84553,"Aurobindo Unit III, India",Yes,60,10076,75872.28,0.13,553,163.58,9736.1
84554,"Aurobindo Unit III, India",Yes,60,40000,448800,0.19,4693,967.61,9736.1
84555,"Cipla, Goa, India",Yes,60,200,1170,0.1,21,2.52,1000.05
84556,Mylan (formerly Matrix) Nashik,No,30,1621,7699.75,0.16,See DN-1801 (ID#:83423),16.6,See DN-1801 (ID#:83423)
84557,"Aurobindo Unit III, India",Yes,60,15299,40695.34,0.04,1792,87.74,9736.1
84558,Mylan (formerly Matrix) Nashik,Yes,60,488,4274.88,0.15,39,9.22,9736.1
84559,Hetero Unit III Hyderabad IN,Yes,60,3600,31536,0.15,238,67.99,3299.67
84560,"Aurobindo Unit III, India",Yes,30,45108,214263,0.16,9863,461.95,19150.15
84561,"Aurobindo Unit III, India",No,60,5664,13820.16,0.04,See DN-1799 (ID#:84560),29.8,See DN-1799 (ID#:84560)
84562,"Aurobindo Unit III, India",No,200,4550,6370,0.01,See DN-1825 (ID#:82884),13.73,See DN-1825 (ID#:82884)
84563,"Cipla, Goa, India",No,60,112100,655785,0.1,See DN-1829 (ID#:82320),1413.87,See DN-1829 (ID#:82320)
84564,"Cipla, Goa, India",Yes,60,47390,277231.5,0.1,7112,543.37,3833.17
84565,"Aurobindo Unit III, India",Yes,30,34080,161880,0.16,3318,349.01,23890.83
84566,Mylan (formerly Matrix) Nashik,No,60,14875,130305,0.15,See DN-1837 (ID#:83429),280.94,See DN-1837 (ID#:83429)
84567,Mylan (formerly Matrix) Nashik,Yes,60,20000,224400,0.19,2560,483.81,20654.81
84568,"Aurobindo Unit III, India",No,60,168,240.24,0.02,See DN-1842 (ID#:84007),0.52,See DN-1842 (ID#:84007)
84569,Hetero Unit III Hyderabad IN,No,60,700,6132,0.15,See DN-1856 (ID#:82891),13.22,See DN-1856 (ID#:82891)
84570,Mylan (formerly Matrix) Nashik,Yes,30,17550,83362.5,0.16,1325,179.73,4600.45
84571,"Aurobindo Unit III, India",No,30,1596,3575.04,0.07,See DN-1868 (ID#:83435),7.71,See DN-1868 (ID#:83435)
84572,"Aurobindo Unit III, India",Yes,60,10980,26791.2,0.04,698,57.76,5121.68
84573,"Aurobindo Unit III, India",Yes,60,1000,11220,0.19,117,24.19,Freight Included in Commodity Cost
84574,"Aurobindo Unit III, India",Yes,30,200,920,0.15,17,1.98,Freight Included in Commodity Cost
84575,"Aurobindo Unit III, India",Yes,30,188,864.8,0.15,16,1.86,Freight Included in Commodity Cost
84576,"Aurobindo Unit III, India",Yes,90,87,1827,0.23,42,3.94,Freight Included in Commodity Cost
84577,Hetero Unit III Hyderabad IN,No,60,53086,465033.36,0.15,Weight Captured Separately,1002.61,Freight Included in Commodity Cost
84578,Mylan (formerly Matrix) Nashik,Yes,30,58500,1165320,0.66,6433,2512.43,Freight Included in Commodity Cost
84579,Mylan (formerly Matrix) Nashik,Yes,60,31836,278883.36,0.15,2565,601.27,25670.1
84580,"Cipla, Goa, India",No,60,30630,175509.9,0.1,See DN-1962 (ID#:83448),378.4,See DN-1962 (ID#:83448)
84581,"Cipla, Goa, India",No,240,3840,7411.2,0.01,See DN-1964 (ID#:82908),15.98,See DN-1964 (ID#:82908)
84582,"Aurobindo Unit III, India",Yes,60,6000,67320,0.19,789,145.14,6147.18
84583,"Aurobindo Unit III, India",No,60,12060,86952.6,0.12,See DN-1982 (ID#:82910),187.47,See DN-1982 (ID#:82910)
84584,"Aurobindo Unit III, India",No,200,2400,3240,0.01,See DN-1982 (ID#:82910),6.99,See DN-1982 (ID#:82910)
84585,"Strides, Bangalore, India.",No,60,6594,15364.02,0.04,See DN-1984 (ID#:83453),33.12,See DN-1984 (ID#:83453)
84588,"Aurobindo Unit III, India",No,60,63148,539915.4,0.14,See DN-1997 (ID#:82914),1164.06,See DN-1997 (ID#:82914)
84589,"Strides, Bangalore, India.",Yes,30,71991,320359.95,0.15,7187,690.7,16285.97
84590,"Aurobindo Unit III, India",No,60,26991,230773.05,0.14,See DN-1998 (ID#:84589),497.55,See DN-1998 (ID#:84589)
84591,"Aurobindo Unit III, India",No,60,6016,93248,0.26,See DN-2011 (ID#:82350),201.04,See DN-2011 (ID#:82350)
84592,"Aurobindo Unit III, India",No,60,540,772.2,0.02,See DN-2011 (ID#:82350),1.66,See DN-2011 (ID#:82350)
84593,Mylan (formerly Matrix) Nashik,No,60,5624,18446.72,0.05,See DN-2012 (ID#:84040),39.77,See DN-2012 (ID#:84040)
84594,"Aurobindo Unit III, India",No,240,316,609.88,0.01,See DN-2017 (ID#:82918),1.31,See DN-2017 (ID#:82918)
84595,"Aurobindo Unit III, India",No,60,31932,358277.04,0.19,See DN-2026 (ID#:84047),772.45,See DN-2026 (ID#:84047)
84596,"Aurobindo Unit III, India",Yes,60,2864,22110.08,0.13,612,47.67,1979.75
84597,"Aurobindo Unit III, India",Yes,90,1785,17974.95,0.11,168,38.75,7816.45
84598,"Aurobindo Unit III, India",No,200,2449,3306.15,0.01,See DN-2035 (ID#:82356),7.13,See DN-2035 (ID#:82356)
84599,"Aurobindo Unit III, India",No,60,2551,3647.93,0.02,See DN-2035 (ID#:82356),7.86,See DN-2035 (ID#:82356)
84600,"Aurobindo Unit III, India",Yes,60,10000,25800,0.04,1130,55.62,20264.93
84601,Mylan (formerly Matrix) Nashik,No,30,30000,130200,0.14,See DN-2051 (ID#:82359),280.71,See DN-2051 (ID#:82359)
84602,"Cipla, Goa, India",No,60,30000,162900,0.09,See DN-2051 (ID#:82359),351.21,See DN-2051 (ID#:82359)
84603,"Cipla, Goa, India",No,60,3653,19835.79,0.09,See DN-2054 (ID#:83465),42.77,See DN-2054 (ID#:83465)
84604,Mylan (formerly Matrix) Nashik,Yes,30,2661,53007.12,0.66,909,114.28,5166.39
84605,Hetero Unit III Hyderabad IN,Yes,60,23787,63273.42,0.04,1378,136.42,2559.88
84606,"Strides, Bangalore, India.",No,60,53200,141512,0.04,See DN-2059 (ID#:84053),305.1,See DN-2059 (ID#:84053)
84607,"Aurobindo Unit III, India",No,30,1778,3982.72,0.07,See DN-2059 (ID#:84053),8.59,See DN-2059 (ID#:84053)
84608,"Aurobindo Unit III, India",No,60,600,9864,0.27,See DN-2064 (ID#:83469),21.27,See DN-2064 (ID#:83469)
84609,"Aurobindo Unit III, India",No,200,6551,8778.34,0.01,See DN-2064 (ID#:83469),18.93,See DN-2064 (ID#:83469)
84612,"Aurobindo Unit III, India",No,60,600,9864,0.27,See DN-2073 (ID#:82362),21.27,See DN-2073 (ID#:82362)
84613,Hetero Unit III Hyderabad IN,Yes,60,12080,28146.4,0.04,503,60.68,2355.79
84614,Mylan (formerly Matrix) Nashik,No,30,7987,87218.04,0.36,See DN-2089 (ID#:83478),143.91,See DN-2089 (ID#:83478)
84615,"Aurobindo Unit III, India",No,90,680,6589.2,0.11,See DN-2089 (ID#:83478),10.87,See DN-2089 (ID#:83478)
84616,Hetero Unit III Hyderabad IN,Yes,60,22242,51823.86,0.04,1207,111.73,7487.51
84617,Mylan (formerly Matrix) Nashik,No,30,9920,108326.4,0.36,See DN-2098 (ID#:83482),233.55,See DN-2098 (ID#:83482)
84618,"Aurobindo Unit III, India",No,60,5980,13933.4,0.04,See DN-2113 (ID#:82937),30.04,See DN-2113 (ID#:82937)
84619,"Aurobindo Unit III, India",No,200,600,804,0.01,See DN-2114 (ID#:83486),1.33,See DN-2114 (ID#:83486)
84620,Hetero Unit III Hyderabad IN,Yes,60,140000,351400,0.04,8783,757.62,8045.77
84621,Mylan (formerly Matrix) Nashik,No,60,8988,100845.36,0.19,See DN-2121 (ID#:82370),217.42,See DN-2121 (ID#:82370)
84622,Mylan (formerly Matrix) Nashik,Yes,30,2240,14716.8,0.22,6542,31.73,18611.93
84623,"Strides, Bangalore, India.",No,60,66645,370546.2,0.09,See DN-2127 (ID#:82371),798.9,See DN-2127 (ID#:82371)
84624,Hetero Unit III Hyderabad IN,Yes,60,9073,22773.23,0.04,2102,49.1,7765.17
84625,"Cipla, Goa, India",No,60,1883,6025.6,0.05,See DN-2128 (ID#:84624),12.99,See DN-2128 (ID#:84624)
84626,ABBVIE Ludwigshafen Germany,Yes,120,8000,289280,0.3,1647,623.69,3600.65
84627,"Aurobindo Unit III, India",Yes,60,46113,332474.73,0.12,2534,548.58,16629.49
84628,ABBVIE Ludwigshafen Germany,Yes,120,1320,47731.2,0.3,276,102.91,2080.2
84629,"Aurobindo Unit III, India",No,60,99957,1121517.54,0.19,See DN-2137 (ID#:83490),2417.99,See DN-2137 (ID#:83490)
84630,"Aurobindo Unit III, India",No,60,3008,46624,0.26,See DN-2138 (ID#:83491),100.52,See DN-2138 (ID#:83491)
84631,Hetero Unit III Hyderabad IN,No,60,15621,133559.55,0.14,See DN-2138 (ID#:83491),287.95,See DN-2138 (ID#:83491)
84632,"Cipla, Patalganga, India",Yes,60,4875,77463.75,0.26,2556,127.82,4471.07
84633,"Aurobindo Unit III, India",No,240,7420,13727,0.01,See DN-2153 (ID#:82374),22.65,See DN-2153 (ID#:82374)
84634,Mylan (formerly Matrix) Nashik,No,30,4738,19994.36,0.14,See DN-2151 (ID#:84068),32.99,See DN-2151 (ID#:84068)
84638,"Aurobindo Unit III, India",Yes,90,20,194.2,0.11,5,0.42,3380.36
84639,"Aurobindo Unit III, India",Yes,60,2383,36936.5,0.26,882,60.95,4516.67
84640,"Cipla, Goa, India",Yes,60,88719,493277.64,0.09,11668,1063.51,15697.15
84641,"Cipla, Goa, India",No,60,22074,122731.44,0.09,See DN-2181 (ID#:84640),264.61,See DN-2181 (ID#:84640)
84642,"Aurobindo Unit III, India",Yes,90,20,194.2,0.11,3,0.42,1355.31
84643,Mylan (formerly Matrix) Nashik,Yes,30,6600,131472,0.66,720,216.93,4647.66
84644,Mylan (formerly Matrix) Nashik,Yes,30,2559,22570.38,0.29,338,37.24,3397.95
84645,"Aurobindo Unit III, India",No,30,4250,9520,0.07,See DN-2203 (ID#:82949),20.53,See DN-2203 (ID#:82949)
84646,"Aurobindo Unit III, India",Yes,240,600,1170,0.01,239,1.93,3106.89
84647,"Cipla, Goa, India",No,60,69207,372333.66,0.09,See DN-2205 (ID#:82950),802.75,See DN-2205 (ID#:82950)
84648,Mylan (formerly Matrix) Nashik,No,30,10114,87283.82,0.29,See DN-2205 (ID#:82950),188.18,See DN-2205 (ID#:82950)
84649,"Strides, Bangalore, India.",Yes,60,41142,103266.42,0.04,2822,170.39,12601.12
84650,"Aurobindo Unit III, India",Yes,60,53109,595882.98,0.19,19464,983.21,13398.06
84651,Mylan (formerly Matrix) Nashik,No,30,4545,39223.35,0.29,See DN-2237 (ID#:82954),64.72,See DN-2237 (ID#:82954)
84652,"Aurobindo Unit III, India",No,30,575,2426.5,0.14,See DN-2237 (ID#:82954),4,See DN-2237 (ID#:82954)
84653,Mylan (formerly Matrix) Nashik,No,60,2590,29059.8,0.19,See DN-2237 (ID#:82954),47.95,See DN-2237 (ID#:82954)
84654,"Aurobindo Unit III, India",Yes,240,14000,27300,0.01,14413,45.04,5491.01
84655,"Aurobindo Unit III, India",Yes,240,20000,36000,0.01,7482,59.4,6801.72
84656,Mylan (formerly Matrix) Nashik,Yes,30,2011,13212.27,0.22,126,21.8,1661
84657,Mylan (formerly Matrix) Nashik,Yes,30,54375,1083150,0.66,11129,1787.2,13838.17
84658,"Aurobindo Unit III, India",Yes,30,1086,6972.12,0.21,90,11.5,226.25
84659,"Aurobindo Unit III, India",Yes,240,1191,16197.6,0.06,445,26.73,2143.48
84660,"Aurobindo Unit III, India",Yes,60,39636,338887.8,0.14,3666,559.16,3525.04
84661,"Aurobindo Unit III, India",Yes,240,5110,9862.3,0.01,1840,16.27,14866.14
84662,ABBVIE Ludwigshafen Germany,Yes,120,4389,148084.86,0.28,880,244.34,3175.7
84663,"Aurobindo Unit VII, IN",Yes,60,1890,4876.2,0.04,183,8.05,112.87
84664,Mylan (formerly Matrix) Nashik,No,60,18958,162090.9,0.14,See DN-2310 (ID#:82968),267.45,See DN-2310 (ID#:82968)
84665,"Aurobindo Unit III, India",Yes,240,576,7200,0.05,212,11.88,1771.26
84667,Mylan (formerly Matrix) Nashik,Yes,30,169985,1665853,0.33,18994,2748.66,21077.51
84668,"Aurobindo Unit VII, IN",Yes,60,176308,1456304.08,0.14,17967,2402.9,21180.7
84671,Hetero Unit III Hyderabad IN,Yes,60,164398,412638.98,0.04,9988,680.85,18495.9
84672,"Aurobindo Unit III, India",No,120,5410,181776,0.28,See DN-2359 (ID#:84113),299.93,See DN-2359 (ID#:84113)
84673,"Aurobindo Unit III, India",Yes,60,21,27.72,0.02,294,0.05,4338.44
84674,"Strides, Bangalore, India.",Yes,30,62231,262614.82,0.14,3789,433.31,13956.38
84675,"Aurobindo Unit VII, IN",Yes,60,19100,214302,0.19,2237,353.6,3148.12
84676,Mylan (formerly Matrix) Nashik,Yes,30,68235,1359241.2,0.66,83,2242.75,2094.34
84677,"Strides, Bangalore, India.",Yes,30,72974,315247.68,0.14,4471,520.16,10370.59
84678,"Cipla, Goa, India",Yes,60,76,224.2,0.05,248,0.37,481.71
84679,Mylan (formerly Matrix) Nashik,Yes,30,18354,151053.42,0.27,1794,249.24,21326.7
84680,Mylan (formerly Matrix) Nashik,Yes,60,30060,127755,0.07,1754,275.44,3537.26
84681,"Aurobindo Unit III, India",Yes,60,5184,77760,0.25,1103,128.3,3296.34
84682,Mylan (formerly Matrix) Nashik,No,30,3040,19516.8,0.21,See DN-2420 (ID#:82989),32.2,See DN-2420 (ID#:82989)
84683,Mylan (formerly Matrix) Nashik,Yes,60,45113,506167.86,0.19,5856,835.18,22711.84
84684,Hetero Unit III Hyderabad IN,Yes,60,6376,44759.52,0.12,639,73.85,889.94
84685,"Aurobindo Unit III, India",No,60,1529,12629.54,0.14,See DN-2435 (ID#:84121),20.84,See DN-2435 (ID#:84121)
84686,"Strides, Bangalore, India.",Yes,30,15802,66684.44,0.14,1086,110.03,15322.73
84687,"Aurobindo Unit III, India",No,60,45042,505371.24,0.19,See DN-2465 (ID#:82426),833.86,See DN-2465 (ID#:82426)
84688,"Cipla, Goa, India",No,60,57061,471323.86,0.14,See DN-2469 (ID#:82427),777.68,See DN-2469 (ID#:82427)
84689,Mylan (formerly Matrix) Nashik,Yes,30,113925,1021907.25,0.3,9875,1686.15,14325.71
84690,Mylan (formerly Matrix) Nashik,Yes,60,23940,350242.2,0.24,1500,577.9,1698.83
84691,"Strides, Bangalore, India.",No,30,27,111.24,0.14,See DN-2494 (ID#:82433),0.16,See DN-2494 (ID#:82433)
84692,Mylan (formerly Matrix) Nashik,No,60,226,2486,0.18,See DN-2494 (ID#:82433),3.49,See DN-2494 (ID#:82433)
84693,"Aurobindo Unit III, India",No,120,20,674.8,0.28,See DN-2494 (ID#:82433),0.95,See DN-2494 (ID#:82433)
84694,Mylan (formerly Matrix) Nashik,No,60,23,336.49,0.24,See DN-2495 (ID#:83555),0.47,See DN-2495 (ID#:83555)
84695,"Strides, Bangalore, India.",No,30,19,78.28,0.14,See DN-2496 (ID#:82434),0.11,See DN-2496 (ID#:82434)
84696,"Aurobindo Unit III, India",No,120,17,573.58,0.28,See DN-2496 (ID#:82434),0.8,See DN-2496 (ID#:82434)
84697,"Strides, Bangalore, India.",No,60,40,103.2,0.04,See DN-2496 (ID#:82434),0.14,See DN-2496 (ID#:82434)
84698,Mylan (formerly Matrix) Nashik,No,60,9,131.67,0.24,See DN-2497 (ID#:82435),0.18,See DN-2497 (ID#:82435)
84699,"Aurobindo Unit III, India",No,60,45,371.7,0.14,See DN-2498 (ID#:83002),0.52,See DN-2498 (ID#:83002)
84700,"Aurobindo Unit III, India",No,120,9,303.66,0.28,See DN-2498 (ID#:83002),0.43,See DN-2498 (ID#:83002)
84701,Mylan (formerly Matrix) Nashik,No,60,680,7480,0.18,See DN-2499 (ID#:83004),10.49,See DN-2499 (ID#:83004)
84702,Mylan (formerly Matrix) Nashik,No,30,45,273.6,0.2,See DN-2511 (ID#:83563),0.38,See DN-2511 (ID#:83563)
84704,"Strides, Bangalore, India.",Yes,60,180,968.4,0.09,37,1.36,1221.01
84705,Hetero Unit III Hyderabad IN,Yes,60,43,100.19,0.04,2,0.14,91.42
84706,Hetero Unit III Hyderabad IN,Yes,60,23,53.59,0.04,1,0.08,522.42
84707,Hetero Unit III Hyderabad IN,Yes,60,24,55.92,0.04,2,0.08,522.42
84708,"Aurobindo Unit III, India",No,60,66672,733392,0.18,See DN-2535 (ID#:83011),1028.22,See DN-2535 (ID#:83011)
84709,"Aurobindo Unit III, India",Yes,60,2596,6048.68,0.04,125,9.98,1831.41
84710,"Aurobindo Unit III, India",No,30,10760,94150,0.29,See DN-2551 (ID#:82452),155.35,See DN-2551 (ID#:82452)
84711,"Strides, Bangalore, India.",Yes,30,137269,579275.18,0.14,8474,955.8,3279.25
84712,"Strides, Bangalore, India.",No,30,27000,111240,0.14,See DN-2594 (ID#:83021),155.96,See DN-2594 (ID#:83021)
84713,"Aurobindo Unit III, India",No,240,240,444,0.01,See DN-2595 (ID#:83577),0.62,See DN-2595 (ID#:83577)
84714,Hetero Unit III Hyderabad IN,No,60,150446,1242683.96,0.14,See DN-2598 (ID#:82465),2050.43,See DN-2598 (ID#:82465)
84715,"Strides, Bangalore, India.",Yes,30,24657,101586.84,0.14,1511,167.62,7403.01
84716,Mylan (formerly Matrix) Nashik,Yes,30,11852,198283.96,0.56,1342,277.99,6340.2
84717,"Cipla, Goa, India",No,60,3345,27629.7,0.14,See DN-2621 (ID#:83583),45.59,See DN-2621 (ID#:83583)
84718,"Aurobindo Unit III, India",No,30,3765,41415,0.37,See DN-2623 (ID#:83027),58.06,See DN-2623 (ID#:83027)
84719,"Aurobindo Unit III, India",Yes,90,487,4207.68,0.1,66,5.9,585.42
84720,"Aurobindo Unit III, India",No,240,1100,2310,0.01,See DN-2639 (ID#:83588),3.24,See DN-2639 (ID#:83588)
84721,Mylan (formerly Matrix) Nashik,No,30,150,825,0.18,See DN-2640 (ID#:83589),1.16,See DN-2640 (ID#:83589)
84722,Mylan (formerly Matrix) Nashik,Yes,30,140273,777112.42,0.18,11734,1089.51,27441.22
84723,"Strides, Bangalore, India.",Yes,30,24126,94332.66,0.13,1444,132.25,15842.34
84724,"Cipla, Goa, India",Yes,240,1004,8534,0.04,1,11.96,3253.88
84725,"Strides, Bangalore, India.",Yes,60,4050,19035,0.08,Weight Captured Separately,31.41,Invoiced Separately
84726,Mylan (formerly Matrix) Nashik,Yes,60,30480,237134.4,0.13,698,332.46,26845.35
84727,Mylan (formerly Matrix) Nashik,No,60,12974,31656.56,0.04,See DN-2675 (ID#:83038),44.38,See DN-2675 (ID#:83038)
84728,"Strides, Bangalore, India.",Yes,60,4050,19035,0.08,Weight Captured Separately,31.41,Invoiced Separately
84729,Mylan (formerly Matrix) Nashik,Yes,60,12000,157800,0.22,1239,221.24,28202
84730,"Aurobindo Unit III, India",Yes,60,852,5802.12,0.11,46,8.13,1255.62
84731,Mylan (formerly Matrix) Nashik,No,60,11574,119096.46,0.17,See DN-2694 (ID#:82483),196.51,See DN-2694 (ID#:82483)
84732,"Aurobindo Unit III, India",Yes,30,53000,376830,0.24,5252,528.32,21347.13
84733,Mylan (formerly Matrix) Nashik,No,30,78082,418519.52,0.18,See DN-2741 (ID#:84180),690.56,See DN-2741 (ID#:84180)
84734,Mylan (formerly Matrix) Nashik,No,30,6150,92496,0.5,See DN-2744 (ID#:82490),129.68,See DN-2744 (ID#:82490)
84735,Mylan (formerly Matrix) Nashik,No,30,804,3875.28,0.16,See DN-2744 (ID#:82490),5.43,See DN-2744 (ID#:82490)
84736,Mylan (formerly Matrix) Nashik,Yes,60,16947,41011.74,0.04,1956,57.5,8709
84737,Mylan (formerly Matrix) Nashik,Yes,60,336,2614.08,0.13,27,3.66,1845.31
84738,Hetero Unit III Hyderabad IN,No,60,12616,100928,0.13,See DN-2791 (ID#:83064),141.5,See DN-2791 (ID#:83064)
84739,"Aurobindo Unit III, India",Yes,30,41665,296238.15,0.24,5110,415.33,18461.22
84740,"Aurobindo Unit III, India",Yes,60,6985,91852.75,0.22,718,128.78,12688.85
84741,"Aurobindo Unit III, India",No,30,2000,7820,0.13,See DN-2798 (ID#:83065),10.96,See DN-2798 (ID#:83065)
84742,Mylan (formerly Matrix) Nashik,Yes,60,2050,57400,0.47,312,80.47,2128.15
84743,"Aurobindo Unit III, India",No,120,13033,381997.23,0.24,See DN-2809 (ID#:83616),535.56,See DN-2809 (ID#:83616)
84744,Hetero Unit III Hyderabad IN,No,60,739,1803.16,0.04,See DN-2812 (ID#:83068),2.53,See DN-2812 (ID#:83068)
84745,Mylan (formerly Matrix) Nashik,Yes,30,40230,533852.1,0.44,4525,748.46,11874.85
84746,Hetero Unit III Hyderabad IN,Yes,60,5154,39788.88,0.13,429,55.78,3293.34
84747,Mylan (formerly Matrix) Nashik,Yes,60,75000,735750,0.16,14413,1031.52,11874.85
84748,Hetero Unit III Hyderabad IN,No,60,147230,1136615.6,0.13,See DN-2820 (ID#:82503),1593.54,See DN-2820 (ID#:82503)
84749,"Aurobindo Unit III, India",Yes,30,90000,342900,0.13,7867,480.75,21567.19
84750,"Strides, Bangalore, India.",Yes,60,36000,87840,0.04,2026,123.15,10095.9
